Acquired Date,Revenue
11/13/2004,323633
9/25/2008,323655
11/13/2004,323951
9/25/2008,324150
9/25/2008,324227
11/13/2004,324236
11/13/2004,324415
9/25/2008,324423
11/13/2004,324828
9/25/2008,325189
9/25/2008,325419
11/13/2004,325641
10/1/2006,325904
11/13/2004,326036
9/25/2008,326086
11/13/2004,326186
9/25/2008,326598
9/25/2008,326621
10/1/2006,326738
9/25/2008,326799
10/1/2006,326869
11/13/2004,326927
9/25/2008,326953
11/13/2004,327344
11/13/2004,327702
9/25/2008,327986
11/13/2004,328030
9/25/2008,328211
9/25/2008,328281
9/25/2008,328298
10/1/2006,328429
11/13/2004,328456
11/13/2004,328532
11/13/2004,328704
9/25/2008,328737
11/13/2004,329007
11/13/2004,329365
11/13/2004,329440
10/1/2006,329895
9/25/2008,330080
9/25/2008,330222
9/25/2008,330438
9/25/2008,330461
11/13/2004,330700
9/25/2008,330739
11/13/2004,330815
11/13/2004,331049
9/25/2008,331106
11/13/2004,331115
11/13/2004,331154
11/13/2004,331357
9/25/2008,331451
10/1/2006,331515
11/13/2004,331646
9/25/2008,331760
11/13/2004,331969
11/13/2004,332153
9/25/2008,332156
7/14/1996,332389
11/13/2004,332500
11/13/2004,332782
9/25/2008,332847
9/25/2008,332966
11/13/2004,333129
9/25/2008,333222
9/25/2008,333267
11/13/2004,333457
11/13/2004,333575
11/13/2004,333603
9/25/2008,333842
11/13/2004,333865
11/13/2004,334014
9/25/2008,334028
11/13/2004,334294
11/13/2004,334471
11/13/2004,334523
8/1/2000,334694
9/25/2008,335038
11/13/2004,335142
11/13/2004,335225
11/13/2004,335583
11/13/2004,335751
9/25/2008,335829
9/25/2008,336055
11/13/2004,336118
11/13/2004,336488
11/13/2004,336670
11/13/2004,336998
9/25/2008,337156
9/25/2008,337195
11/13/2004,337584
11/13/2004,338115
11/13/2004,338188
11/13/2004,338260
9/25/2008,338324
11/13/2004,339136
11/13/2004,339389
11/13/2004,339513
11/13/2004,339562
10/1/2006,339777
11/13/2004,339956
11/13/2004,340192
9/25/2008,340264
11/13/2004,340882
9/25/2008,340922
9/25/2008,341103
11/13/2004,341134
10/1/2006,341206
9/25/2008,341485
11/13/2004,341974
9/25/2008,342037
10/1/2006,342554
11/13/2004,342611
11/13/2004,342680
9/25/2008,342839
9/25/2008,342957
11/13/2004,343016
11/13/2004,343103
11/13/2004,343188
11/13/2004,343399
6/20/1992,343507
9/25/2008,343727
9/25/2008,343908
11/13/2004,343911
9/25/2008,344002
9/25/2008,344350
10/1/2006,344410
9/25/2008,344513
11/13/2004,344974
9/25/2008,345418
9/25/2008,345738
11/13/2004,345781
11/13/2004,345881
10/1/2006,346098
9/25/2008,346249
11/13/2004,346427
9/25/2008,346545
10/1/2006,346897
12/1/1996,346906
9/25/2008,346995
11/13/2004,347030
9/25/2008,347171
11/13/2004,347446
10/1/2006,347496
9/25/2008,347757
9/25/2008,347774
11/13/2004,347975
9/25/2008,348156
11/13/2004,348228
11/13/2004,348472
9/25/2008,348627
9/25/2008,348719
9/25/2008,348777
11/13/2004,348977
10/1/2006,349072
11/13/2004,349103
9/25/2008,349115
11/13/2004,349247
11/13/2004,349299
9/25/2008,349844
9/25/2008,349910
11/13/2004,349952
11/13/2004,350998
9/25/2008,351347
11/13/2004,351862
9/25/2008,351869
11/13/2004,351929
9/25/2008,352040
6/20/1992,352122
6/20/1992,352469
11/13/2004,352744
8/1/2000,352814
11/13/2004,352927
11/13/2004,352967
9/25/2008,353381
9/25/2008,353560
9/25/2008,353781
10/1/2006,353968
11/13/2004,354243
11/13/2004,354363
11/13/2004,354411
9/25/2008,354760
10/1/2006,354860
11/13/2004,354862
11/13/2004,354884
11/13/2004,355033
11/13/2004,355215
9/25/2008,355221
9/25/2008,355465
9/25/2008,355622
9/25/2008,356065
11/13/2004,356176
11/13/2004,356682
10/1/2006,357233
10/1/2006,357474
10/1/2006,357482
10/1/2006,357798
11/13/2004,357984
11/13/2004,358393
11/13/2004,358454
11/13/2004,358467
9/25/2008,358513
9/25/2008,358553
9/25/2008,358770
11/13/2004,359178
11/13/2004,359378
9/25/2008,359463
11/13/2004,359468
9/25/2008,359572
11/13/2004,359670
10/1/2006,360196
11/13/2004,360331
9/25/2008,360447
11/13/2004,361475
11/13/2004,361993
10/1/2006,361995
9/25/2008,362036
9/25/2008,362222
9/25/2008,362696
9/25/2008,363697
11/13/2004,363834
11/13/2004,364271
10/1/2006,364958
9/25/2008,365299
10/1/2006,365798
11/13/2004,365878
11/13/2004,366086
11/13/2004,366444
11/13/2004,366830
11/13/2004,366994
9/25/2008,367025
11/13/2004,367099
9/25/2008,367171
11/13/2004,367231
11/13/2004,367537
11/13/2004,367676
10/1/2006,367723
11/13/2004,368018
11/13/2004,368535
11/13/2004,368636
11/13/2004,368683
11/13/2004,368855
11/13/2004,368923
11/13/2004,368968
9/25/2008,369054
11/13/2004,369111
9/25/2008,369455
9/25/2008,369654
10/1/2006,369763
11/13/2004,369869
11/13/2004,369953
11/13/2004,370036
7/14/1996,370400
11/13/2004,370419
9/25/2008,370599
9/25/2008,370725
11/13/2004,370725
11/13/2004,370756
9/25/2008,370790
11/13/2004,370919
11/13/2004,371081
11/13/2004,371209
11/13/2004,371221
11/13/2004,371259
11/13/2004,371404
9/25/2008,371451
9/25/2008,371465
9/25/2008,371647
9/25/2008,371797
11/13/2004,371996
11/13/2004,372376
9/25/2008,372477
9/25/2008,372609
11/13/2004,372726
11/13/2004,373625
9/25/2008,373666
9/25/2008,373700
11/13/2004,373730
11/13/2004,373908
11/13/2004,373969
9/25/2008,373979
11/13/2004,374254
11/13/2004,374330
10/1/2006,374670
11/13/2004,374676
9/25/2008,374755
11/13/2004,375547
9/25/2008,376062
11/13/2004,376208
11/13/2004,376283
9/25/2008,376369
9/25/2008,376625
11/13/2004,376800
9/25/2008,376815
7/14/1996,377076
11/13/2004,377718
9/25/2008,377969
11/13/2004,377980
9/25/2008,378138
9/25/2008,378500
9/25/2008,378582
10/1/2006,378586
11/13/2004,378775
10/1/2006,379131
11/13/2004,379181
10/1/2006,379863
11/13/2004,379948
9/25/2008,379957
9/25/2008,380036
9/25/2008,380037
9/25/2008,380315
10/1/2006,380334
9/25/2008,380361
7/14/1996,380486
11/13/2004,380728
11/13/2004,380842
9/25/2008,380863
9/25/2008,381065
11/13/2004,381606
11/13/2004,381607
11/13/2004,382220
11/13/2004,383775
11/13/2004,383864
9/25/2008,383880
11/13/2004,383893
8/1/2000,383921
10/1/2006,384233
10/1/2006,384303
11/13/2004,384620
11/13/2004,384776
9/25/2008,385054
11/13/2004,385058
9/25/2008,385080
10/1/2006,385307
9/25/2008,385418
9/25/2008,385671
11/13/2004,385821
11/13/2004,385893
11/13/2004,386136
9/25/2008,386190
7/14/1996,386470
11/13/2004,386803
10/1/2006,386971
11/13/2004,387587
11/13/2004,387650
10/1/2006,387849
9/25/2008,387931
11/13/2004,388368
11/13/2004,388486
11/13/2004,388557
11/13/2004,388608
9/25/2008,388783
9/25/2008,388975
11/13/2004,389002
9/25/2008,389214
11/13/2004,389340
9/25/2008,389717
11/13/2004,389718
9/25/2008,389955
10/1/2006,390184
11/13/2004,390550
10/1/2006,391002
11/13/2004,391142
9/25/2008,391183
11/13/2004,391632
11/13/2004,391639
11/13/2004,391655
9/25/2008,391677
11/13/2004,392498
11/13/2004,392798
11/13/2004,393072
11/13/2004,393645
11/13/2004,393726
9/25/2008,393818
11/13/2004,394022
9/25/2008,394246
9/25/2008,394268
11/13/2004,394307
9/25/2008,394572
11/13/2004,394664
11/13/2004,394709
11/13/2004,394738
9/25/2008,394788
9/25/2008,395329
11/13/2004,395787
8/1/2000,395913
9/25/2008,396051
11/13/2004,396482
11/13/2004,396507
11/13/2004,396582
10/1/2006,396707
9/25/2008,396790
11/13/2004,397188
9/25/2008,397346
9/25/2008,397440
9/25/2008,397812
10/1/2006,397875
11/13/2004,397989
8/1/2000,398105
11/13/2004,398175
10/1/2006,398256
11/13/2004,398499
9/25/2008,398527
9/25/2008,398580
9/25/2008,398945
11/13/2004,399210
10/1/2006,399238
9/25/2008,399467
6/20/1992,400000
9/25/2008,400109
9/25/2008,400174
10/1/2006,400225
11/13/2004,400359
11/13/2004,401037
11/13/2004,401132
11/13/2004,401157
9/25/2008,401271
9/25/2008,401554
10/1/2006,401560
9/25/2008,401959
11/13/2004,402255
11/13/2004,402433
9/25/2008,402748
11/13/2004,402854
11/13/2004,403029
9/25/2008,403066
11/13/2004,403750
11/13/2004,403855
7/14/1996,403898
9/25/2008,403981
11/13/2004,404101
9/25/2008,404250
11/13/2004,404313
11/13/2004,404829
10/1/2006,404963
9/25/2008,405191
9/25/2008,405408
11/13/2004,405514
11/13/2004,405649
9/25/2008,406069
9/25/2008,406316
11/13/2004,406389
11/13/2004,406614
9/25/2008,407516
9/25/2008,408020
9/25/2008,408099
11/13/2004,408102
11/13/2004,408611
11/13/2004,409372
8/1/2000,409603
11/13/2004,409820
9/25/2008,409942
10/1/2006,410149
11/13/2004,410365
11/13/2004,410419
10/1/2006,410603
9/25/2008,410655
11/13/2004,410718
9/25/2008,410739
11/13/2004,411216
9/25/2008,411386
11/13/2004,411426
11/13/2004,411606
9/25/2008,411799
11/13/2004,411913
11/13/2004,411947
11/13/2004,412171
6/20/1992,412277
11/13/2004,412373
11/13/2004,412663
11/13/2004,413686
9/25/2008,414167
7/14/1996,414472
9/25/2008,414636
9/25/2008,414675
9/25/2008,414677
9/25/2008,415255
11/13/2004,415277
11/13/2004,415449
9/25/2008,415465
9/25/2008,415686
9/25/2008,416734
11/13/2004,416829
11/13/2004,416939
11/13/2004,417197
10/1/2006,417606
11/13/2004,417611
9/25/2008,417944
11/13/2004,418303
9/25/2008,418447
11/13/2004,418493
11/13/2004,418677
9/25/2008,418679
11/13/2004,418920
11/13/2004,419462
11/13/2004,419554
9/25/2008,420751
11/13/2004,420781
11/13/2004,421376
9/25/2008,422105
11/13/2004,422516
9/25/2008,422546
9/25/2008,422713
11/13/2004,423021
11/13/2004,423383
10/1/2006,423572
11/13/2004,424029
9/25/2008,424455
9/25/2008,424623
9/25/2008,425025
9/25/2008,425045
9/25/2008,425190
11/13/2004,425642
9/25/2008,425692
6/20/1992,425859
9/25/2008,425955
9/25/2008,426554
11/13/2004,426582
9/25/2008,426883
9/25/2008,427335
9/25/2008,427384
9/25/2008,427469
9/25/2008,427841
11/13/2004,428378
9/25/2008,428965
9/25/2008,429097
9/25/2008,429348
9/25/2008,429359
9/25/2008,429444
10/1/2006,429673
11/13/2004,429764
11/13/2004,429799
11/13/2004,430053
11/13/2004,430293
11/13/2004,430366
11/13/2004,430506
11/13/2004,431458
11/13/2004,432345
7/14/1996,433062
9/25/2008,433176
9/25/2008,433183
10/1/2006,433289
11/13/2004,433802
11/13/2004,433827
11/13/2004,434198
9/25/2008,434214
11/13/2004,434664
11/13/2004,434760
7/14/1996,435142
11/13/2004,435187
9/25/2008,435454
9/25/2008,435875
7/14/1996,435895
11/13/2004,435897
9/25/2008,436084
9/25/2008,436200
9/25/2008,436211
9/25/2008,436290
11/13/2004,436655
9/25/2008,437059
9/25/2008,437785
11/13/2004,437821
11/13/2004,438685
11/13/2004,438777
10/1/2006,438784
9/25/2008,439172
11/13/2004,439238
9/25/2008,439279
11/13/2004,439422
11/13/2004,439959
9/25/2008,440034
8/1/2000,440131
10/1/2006,440154
9/25/2008,440335
11/13/2004,440419
9/25/2008,440900
9/25/2008,441543
11/13/2004,441602
11/13/2004,441852
11/13/2004,442150
11/13/2004,442244
9/25/2008,442321
11/13/2004,442604
11/13/2004,443467
9/25/2008,443476
9/25/2008,443713
9/25/2008,443752
9/25/2008,443950
9/25/2008,444135
11/13/2004,444667
11/13/2004,444784
9/25/2008,444814
9/25/2008,444843
11/13/2004,445036
11/13/2004,445307
10/1/2006,445329
9/25/2008,445370
9/25/2008,445805
9/25/2008,446668
9/25/2008,447526
11/13/2004,447667
11/13/2004,447823
9/25/2008,447863
11/13/2004,447932
9/25/2008,448209
11/13/2004,448661
11/13/2004,448834
11/13/2004,448948
9/25/2008,449312
9/25/2008,449662
9/25/2008,449940
10/1/2006,450317
11/13/2004,450635
9/25/2008,450816
9/25/2008,450878
9/25/2008,451073
9/25/2008,451329
11/13/2004,451611
11/13/2004,451749
9/25/2008,451960
11/13/2004,452021
11/13/2004,452053
9/25/2008,452079
11/13/2004,452354
9/25/2008,453118
11/13/2004,453190
9/25/2008,453633
7/14/1996,454651
7/14/1996,454664
11/13/2004,454938
11/13/2004,455136
9/25/2008,455499
11/13/2004,456177
9/25/2008,456211
11/13/2004,456257
11/13/2004,456507
8/1/2000,457187
9/25/2008,457459
11/13/2004,457833
9/25/2008,457976
10/1/2006,458169
11/13/2004,458957
9/25/2008,459037
9/25/2008,459189
11/13/2004,459327
11/13/2004,459951
9/25/2008,460092
9/25/2008,460136
11/13/2004,460167
10/1/2006,460368
11/13/2004,460421
11/13/2004,461307
9/25/2008,461864
11/13/2004,462329
11/13/2004,462365
11/13/2004,462462
6/20/1992,462945
11/13/2004,462968
9/25/2008,463093
11/13/2004,463633
11/13/2004,463666
9/25/2008,463696
9/25/2008,463849
9/25/2008,464199
9/25/2008,464415
10/1/2006,465199
11/13/2004,465393
11/13/2004,465564
11/13/2004,465922
11/13/2004,466835
9/25/2008,467057
9/25/2008,467293
7/14/1996,468309
8/1/2000,468471
10/1/2006,468626
9/25/2008,468659
9/25/2008,468704
10/1/2006,468917
11/13/2004,468995
10/1/2006,469276
9/25/2008,469470
9/25/2008,469515
11/13/2004,469853
9/25/2008,470047
10/1/2006,470677
9/25/2008,470681
9/25/2008,470714
11/13/2004,470714
9/25/2008,471020
10/1/2006,471595
11/13/2004,472222
9/25/2008,472282
6/20/1992,472590
9/25/2008,472654
11/13/2004,472839
9/25/2008,472956
9/25/2008,472984
9/25/2008,473262
11/13/2004,473323
11/13/2004,473327
10/1/2006,473413
6/20/1992,473579
9/25/2008,474534
11/13/2004,474751
11/13/2004,474935
9/25/2008,474960
9/25/2008,475676
9/25/2008,476186
11/13/2004,476203
9/25/2008,476472
10/1/2006,476582
9/25/2008,476921
9/25/2008,477115
11/13/2004,477166
11/13/2004,477187
11/13/2004,477432
11/13/2004,477436
9/25/2008,477802
9/25/2008,478257
11/13/2004,478840
11/13/2004,478893
9/25/2008,479436
9/25/2008,479767
11/13/2004,479774
9/25/2008,480127
11/13/2004,480382
11/13/2004,480631
11/13/2004,480710
11/13/2004,481352
10/1/2006,481594
11/13/2004,481815
11/13/2004,481819
9/25/2008,482193
12/1/1996,482248
11/13/2004,483058
11/13/2004,483059
10/1/2006,483085
11/13/2004,483221
9/25/2008,483311
11/13/2004,483821
9/25/2008,483926
11/13/2004,484225
9/25/2008,484572
11/13/2004,484593
11/13/2004,484614
9/25/2008,484821
10/1/2006,485384
11/13/2004,486576
11/13/2004,486682
11/13/2004,486746
9/25/2008,487034
9/25/2008,487208
9/25/2008,487330
11/13/2004,487487
11/13/2004,487769
9/25/2008,487823
11/13/2004,488109
9/25/2008,488506
11/13/2004,488808
10/1/2006,489199
11/13/2004,489963
9/25/2008,490169
11/13/2004,490362
11/13/2004,490443
9/25/2008,490458
11/13/2004,490463
12/1/1996,490763
11/13/2004,490793
9/25/2008,490987
9/25/2008,491105
11/13/2004,491240
11/13/2004,491374
10/1/2006,492340
11/13/2004,492707
11/13/2004,493030
6/20/1992,493768
10/1/2006,494525
8/1/2000,494716
9/25/2008,495025
11/13/2004,495427
10/1/2006,495435
9/25/2008,495580
9/25/2008,495699
11/13/2004,495831
11/13/2004,495897
9/25/2008,496249
9/25/2008,496531
9/25/2008,496708
9/25/2008,497269
11/13/2004,497559
9/25/2008,497695
11/13/2004,498254
9/25/2008,498333
11/13/2004,499089
11/13/2004,499284
9/25/2008,499397
11/13/2004,499437
9/25/2008,499712
10/1/2006,499806
9/25/2008,500320
8/1/2000,500511
9/25/2008,500572
10/1/2006,500791
11/13/2004,501429
9/25/2008,501442
9/25/2008,501470
11/13/2004,501924
9/25/2008,502469
11/13/2004,502615
11/13/2004,502839
8/1/2000,502852
9/25/2008,502875
12/1/1996,502973
11/13/2004,503312
11/13/2004,503547
9/25/2008,503772
11/13/2004,504089
11/13/2004,504480
11/13/2004,504638
9/25/2008,505907
11/13/2004,506582
9/25/2008,506586
11/13/2004,506597
9/25/2008,506727
10/1/2006,506967
11/13/2004,507468
9/25/2008,507588
11/13/2004,507872
9/25/2008,508075
11/13/2004,509175
10/1/2006,509377
11/13/2004,509645
9/25/2008,509857
11/13/2004,510720
11/13/2004,511049
9/25/2008,511316
9/25/2008,511421
10/1/2006,511741
9/25/2008,511874
11/13/2004,511986
7/14/1996,512478
9/25/2008,512541
11/13/2004,512781
9/25/2008,513069
10/1/2006,513238
9/25/2008,513312
9/25/2008,513495
9/25/2008,513591
11/13/2004,513889
9/25/2008,515181
11/13/2004,515707
11/13/2004,516043
11/13/2004,517047
9/25/2008,517600
11/13/2004,517923
11/13/2004,517983
8/1/2000,518851
9/25/2008,518880
8/1/2000,519157
11/13/2004,519160
11/13/2004,519346
11/13/2004,519413
9/25/2008,519493
9/25/2008,519647
9/25/2008,520033
10/1/2006,520233
9/25/2008,520339
11/13/2004,520430
9/25/2008,520469
9/25/2008,520631
11/13/2004,520858
11/13/2004,521027
9/25/2008,521298
9/25/2008,522062
11/13/2004,522099
10/1/2006,522356
7/14/1996,522377
9/25/2008,522463
11/13/2004,523240
9/25/2008,524355
11/13/2004,525031
7/14/1996,525095
9/25/2008,525122
9/25/2008,525214
9/25/2008,525465
9/25/2008,525652
11/13/2004,525694
9/25/2008,526794
11/13/2004,527077
9/25/2008,527267
11/13/2004,527465
9/25/2008,527593
9/25/2008,528202
9/25/2008,528292
11/13/2004,528323
11/13/2004,528725
9/25/2008,529784
11/13/2004,530779
9/25/2008,531369
7/14/1996,532031
11/13/2004,533175
11/13/2004,533368
11/13/2004,533744
7/14/1996,533759
9/25/2008,533830
9/25/2008,534151
9/25/2008,534693
3/13/1992,535247
11/13/2004,536160
9/25/2008,536200
10/1/2006,537079
9/25/2008,537161
11/13/2004,537182
11/13/2004,537193
10/1/2006,537373
9/25/2008,537374
7/14/1996,537663
9/25/2008,538754
9/25/2008,540056
9/25/2008,540069
9/25/2008,541026
11/13/2004,541263
9/25/2008,541470
9/25/2008,541746
10/1/2006,542137
7/14/1996,542418
9/25/2008,542490
11/13/2004,542818
11/13/2004,542980
11/13/2004,543215
11/13/2004,543832
11/13/2004,544084
11/13/2004,544797
7/14/1996,544961
9/25/2008,545099
10/1/2006,545875
9/25/2008,546295
11/13/2004,546595
9/25/2008,546951
9/25/2008,547013
11/13/2004,547044
11/13/2004,547668
9/25/2008,548308
11/13/2004,548485
11/13/2004,548933
9/25/2008,549079
10/1/2006,549764
11/13/2004,550489
11/13/2004,550991
10/1/2006,551309
10/1/2006,553165
9/25/2008,553527
9/25/2008,553976
11/13/2004,554792
9/25/2008,555496
11/13/2004,555852
9/25/2008,555932
9/25/2008,556240
6/20/1992,556638
9/25/2008,556666
11/13/2004,557463
10/1/2006,558055
11/13/2004,558061
11/13/2004,558072
9/25/2008,558092
9/25/2008,558333
9/25/2008,558339
11/13/2004,558666
7/14/1996,558782
10/1/2006,559075
11/13/2004,559179
9/25/2008,559970
9/25/2008,560286
9/25/2008,560575
9/25/2008,560918
9/25/2008,561740
9/25/2008,561810
8/1/2000,561953
9/25/2008,562001
9/25/2008,562267
9/25/2008,563126
9/25/2008,563525
8/1/2000,563858
11/13/2004,564752
9/25/2008,564783
9/25/2008,564848
11/13/2004,565060
11/13/2004,565475
9/25/2008,566350
9/25/2008,566719
9/25/2008,567006
11/13/2004,567176
10/1/2006,567294
11/13/2004,567457
11/13/2004,567631
9/25/2008,567659
11/13/2004,567988
9/25/2008,568089
7/14/1996,568458
11/13/2004,568494
11/13/2004,568912
9/25/2008,569055
9/25/2008,569212
9/25/2008,569251
11/13/2004,569322
11/13/2004,569489
11/13/2004,569731
9/25/2008,569784
9/25/2008,570343
9/25/2008,570344
11/13/2004,570453
11/13/2004,571401
9/25/2008,571417
11/13/2004,572150
11/13/2004,572221
9/25/2008,572462
11/13/2004,572582
8/1/2000,572988
11/13/2004,573082
9/25/2008,573769
9/25/2008,573785
11/13/2004,573855
9/25/2008,574156
11/13/2004,574203
11/13/2004,574205
10/1/2006,574727
10/1/2006,574946
11/13/2004,575531
12/1/1996,575552
9/25/2008,576129
10/1/2006,576317
11/13/2004,576405
9/25/2008,576416
11/13/2004,576579
11/13/2004,576609
9/25/2008,576689
9/25/2008,577519
7/14/1996,579151
9/25/2008,579441
11/13/2004,579716
9/25/2008,580396
10/1/2006,580440
9/25/2008,580548
11/13/2004,580926
11/13/2004,581151
9/25/2008,581375
10/1/2006,581738
9/25/2008,581940
10/1/2006,582108
9/25/2008,582617
11/13/2004,582810
11/13/2004,582989
9/25/2008,583568
9/25/2008,584140
9/25/2008,584704
9/25/2008,584942
11/13/2004,585029
9/25/2008,585432
11/13/2004,585568
8/1/2000,585674
10/1/2006,585935
11/13/2004,586017
11/13/2004,586720
8/1/2000,587102
9/25/2008,587358
11/13/2004,587844
9/25/2008,587913
11/13/2004,588547
11/13/2004,589403
11/13/2004,589617
9/25/2008,589990
11/13/2004,590045
10/1/2006,590053
9/25/2008,590062
9/25/2008,590078
9/25/2008,590344
9/25/2008,590469
11/13/2004,590487
9/25/2008,590727
9/25/2008,590794
9/25/2008,591007
9/25/2008,591278
9/25/2008,591452
11/13/2004,591582
11/13/2004,592054
11/13/2004,592904
9/25/2008,593081
8/1/2000,593098
10/1/2006,593340
9/25/2008,593767
9/25/2008,593955
11/13/2004,593977
11/13/2004,593983
11/13/2004,594148
9/25/2008,594947
9/25/2008,595869
11/13/2004,596437
9/25/2008,596705
10/1/2006,598671
10/1/2006,598960
9/25/2008,599256
11/13/2004,599323
9/25/2008,599358
9/25/2008,599433
11/13/2004,599611
11/13/2004,599929
9/25/2008,600280
9/25/2008,600290
9/25/2008,600299
9/25/2008,600966
9/25/2008,601177
7/14/1996,601857
9/25/2008,602046
11/13/2004,602732
9/25/2008,603189
9/25/2008,603403
9/25/2008,603579
12/1/1996,603855
11/13/2004,604070
11/13/2004,605522
9/25/2008,605702
9/25/2008,605933
11/13/2004,605971
9/25/2008,606111
11/13/2004,606641
9/25/2008,606841
9/25/2008,607751
9/25/2008,607877
10/1/2006,608157
9/25/2008,608782
10/1/2006,609012
9/25/2008,609287
9/25/2008,609772
11/13/2004,610681
9/25/2008,610987
11/13/2004,611042
11/13/2004,611053
11/13/2004,611640
11/13/2004,611924
10/1/2006,611977
11/13/2004,612297
11/13/2004,612319
9/25/2008,612698
9/25/2008,612944
9/25/2008,613253
9/25/2008,613407
9/25/2008,613464
9/25/2008,613726
10/1/2006,614006
11/13/2004,614479
9/25/2008,614992
7/14/1996,615502
11/13/2004,615674
6/20/1992,615726
9/25/2008,615887
9/25/2008,617205
11/13/2004,617301
7/14/1996,617325
10/1/2006,617370
9/25/2008,617428
9/25/2008,617709
11/13/2004,617987
9/25/2008,618145
9/25/2008,618163
9/25/2008,618625
11/13/2004,618699
9/25/2008,618975
9/25/2008,619375
11/13/2004,619548
11/13/2004,619789
11/13/2004,621771
9/25/2008,622280
9/25/2008,622625
9/25/2008,623179
7/14/1996,623289
10/1/2006,624549
9/25/2008,624671
9/25/2008,624976
11/13/2004,625734
11/13/2004,626745
10/1/2006,626964
11/13/2004,627005
11/13/2004,627106
11/13/2004,627141
9/25/2008,627186
10/1/2006,627246
9/25/2008,627511
11/13/2004,628573
11/13/2004,628658
9/25/2008,628738
11/13/2004,628896
9/25/2008,629219
9/25/2008,629222
9/25/2008,629790
11/13/2004,629963
6/20/1992,630024
9/25/2008,630212
11/13/2004,630330
9/25/2008,630337
10/1/2006,630494
11/13/2004,631191
11/13/2004,631602
11/13/2004,632698
9/25/2008,632990
11/13/2004,633114
9/25/2008,633689
9/25/2008,633986
9/25/2008,634368
7/14/1996,635517
9/25/2008,635577
9/25/2008,635631
9/25/2008,636076
7/14/1996,636935
9/25/2008,637160
9/25/2008,637385
11/13/2004,638160
11/13/2004,638241
10/1/2006,638326
9/25/2008,638632
11/13/2004,639322
11/13/2004,639521
10/1/2006,639702
9/25/2008,639741
9/25/2008,639797
1/18/1975,639886
9/25/2008,639890
9/25/2008,640326
11/13/2004,641215
11/13/2004,641959
9/25/2008,642250
9/25/2008,642526
11/13/2004,642566
9/25/2008,642681
9/25/2008,643152
11/13/2004,643322
9/25/2008,643849
11/13/2004,644704
9/25/2008,646007
9/25/2008,647482
9/25/2008,647842
9/25/2008,648930
9/25/2008,649260
10/1/2006,649833
10/1/2006,649897
11/13/2004,649979
11/13/2004,650420
9/25/2008,650465
11/13/2004,651636
9/25/2008,651680
11/13/2004,652454
10/1/2006,652552
9/25/2008,652873
10/1/2006,653349
9/25/2008,653388
11/13/2004,653580
9/25/2008,653730
11/13/2004,654029
9/25/2008,654354
9/25/2008,654820
9/25/2008,655109
11/13/2004,655152
9/25/2008,655247
11/13/2004,656047
11/13/2004,656615
